index_time, rank, date-time, dist file, total_computing_time (s), sending_time (s), BaB_computing_time (s), gathering_time (s), count_BaB, best_bound, best_path, MODE_SEND, MODE_GATHER
32683282.694773, 4, 2023-02-03 21:47:30, input/dist15, 2.023180, 0.004312, 0.895773, 1.123091, 4581235.000000, 283.000000, 404100106041415130769550873722880.000000, 0, 0
32683282.694773, 5, 2023-02-03 21:47:30, input/dist15, 2.024400, 0.005559, 0.916728, 1.102109, 6611793.000000, 286.000000, 404100107120203206169425285742592.000000, 0, 0
32683282.694773, 6, 2023-02-03 21:47:30, input/dist15, 2.022985, 0.004141, 0.739137, 1.279703, 3065260.000000, 280.000000, 404100108041415086408812545966080.000000, 0, 0
32683282.694773, 7, 2023-02-03 21:47:30, input/dist15, 2.023662, 0.004781, 0.805785, 1.213093, 5395694.000000, 287.000000, 404100109151404100027109754273792.000000, 0, 0
32683282.694773, 8, 2023-02-03 21:47:30, input/dist15, 2.024266, 0.005391, 0.891156, 1.127716, 7174629.000000, 312.000000, 404100111030513102206533766217728.000000, 0, 0
32683282.694773, 9, 2023-02-03 21:47:30, input/dist15, 2.026296, 0.007418, 0.488713, 1.530161, 3885145.000000, 295.000000, 404100112070203159426992707731456.000000, 0, 0
32683282.694773, 10, 2023-02-03 21:47:30, input/dist15, 2.026312, 0.007434, 0.756200, 1.262673, 3774459.000000, 291.000000, 404100113050804188096499793526784.000000, 0, 0
32683282.694773, 11, 2023-02-03 21:47:30, input/dist15, 2.026301, 0.007431, 0.631390, 1.387477, 3327216.000000, 249.000000, 404100114041509132602005134508032.000000, 0, 0
32683282.694773, 12, 2023-02-03 21:47:30, input/dist15, 2.022232, 0.003350, 0.694205, 1.324673, 3685503.000000, 261.000000, 404100115041406104090958752645120.000000, 0, 0
32683282.694773, 13, 2023-02-03 21:47:30, input/dist15, 2.023146, 0.004356, 1.376286, 0.642501, 11917054.000000, 465.000000, 404100201030405109252479225167872.000000, 0, 0
32683282.694773, 14, 2023-02-03 21:47:30, input/dist15, 2.022498, 0.003621, 1.170945, 0.847928, 10017292.000000, 439.000000, 404100203010405047320949771206656.000000, 0, 0
32683282.694773, 15, 2023-02-03 21:47:30, input/dist15, 2.022258, 0.003376, 2.018775, 0.000104, 18331808.000000, 303.000000, 404101404011506074015480506482688.000000, 0, 0
32689898.601567, 0, 2023-02-03 22:06:58, input/dist17, 117.173292, 0.002876, 27.021212, 90.147163, 234862953.000000, 260.000000, 4041001041415090982278754296309743616.000000, 0, 0
32689898.601567, 1, 2023-02-03 22:06:58, input/dist17, 117.173184, 0.005199, 80.034266, 37.133715, 670473597.000000, 312.000000, 4041015140401170817285525737041821696.000000, 0, 0
32689898.601567, 2, 2023-02-03 22:06:58, input/dist17, 117.173267, 0.005192, 117.167997, 0.000074, 629046675.000000, 323.000000, 4041007120316022393313267431289913344.000000, 0, 0
32689898.601567, 3, 2023-02-03 22:06:58, input/dist17, 117.173163, 0.005212, 95.026504, 22.141443, 574691740.000000, 294.000000, 4041017010414151580895733841083236352.000000, 0, 0
32683291.750224, 0, 2023-02-03 21:48:30, input/dist17, 55.139260, 0.002771, 43.223539, 11.911476, 210420937.000000, 260.000000, 4041001041415090982278754296309743616.000000, 0, 0
32683291.750224, 1, 2023-02-03 21:48:30, input/dist17, 55.136562, 0.001572, 41.942004, 13.192982, 269503295.000000, 318.000000, 4041002160308052079180620867857022976.000000, 0, 0
32683291.750224, 2, 2023-02-03 21:48:30, input/dist17, 55.137295, 0.002369, 18.772550, 36.362372, 116144044.000000, 332.000000, 4041003160208052126906144528565010432.000000, 0, 0
32683291.750224, 3, 2023-02-03 21:48:30, input/dist17, 55.137246, 0.002082, 39.784730, 15.350431, 299628291.000000, 306.000000, 4041004011415090574653515924963852288.000000, 0, 0
32683291.750224, 4, 2023-02-03 21:48:30, input/dist17, 55.136446, 0.001451, 38.213078, 16.921913, 251690674.000000, 350.000000, 4041005010414151641819065084746399744.000000, 0, 0
32683291.750224, 5, 2023-02-03 21:48:30, input/dist17, 55.137287, 0.002379, 34.642941, 20.491962, 249988880.000000, 349.000000, 4041006030216081189034214359941775360.000000, 0, 0
32683291.750224, 6, 2023-02-03 21:48:30, input/dist17, 55.136563, 0.001534, 55.134895, 0.000131, 404004104.000000, 345.000000, 4041007020308052485422613276028567552.000000, 0, 0
32683291.750224, 7, 2023-02-03 21:48:30, input/dist17, 55.135840, 0.000968, 33.069805, 22.065063, 199389336.000000, 317.000000, 4041008051311062263052414296138973184.000000, 0, 0
32683291.750224, 8, 2023-02-03 21:48:30, input/dist17, 55.139544, 0.004620, 37.887529, 17.247390, 282597559.000000, 356.000000, 4041009030216081468951286728378810368.000000, 0, 0
32683291.750224, 9, 2023-02-03 21:48:30, input/dist17, 55.139611, 0.004632, 34.670283, 20.464691, 247887571.000000, 423.000000, 4041011010216031218822517443736371200.000000, 0, 0
32683291.750224, 10, 2023-02-03 21:48:30, input/dist17, 55.139743, 0.004628, 17.692089, 37.443020, 97941863.000000, 365.000000, 4041012020316072514065330478839234560.000000, 0, 0
32683291.750224, 11, 2023-02-03 21:48:30, input/dist17, 55.136503, 0.001446, 35.761293, 19.373760, 261866192.000000, 357.000000, 4041013021603081182657739070084481024.000000, 0, 0
32683291.750224, 12, 2023-02-03 21:48:30, input/dist17, 55.134807, 0.000184, 50.688162, 4.446457, 337294947.000000, 312.000000, 4041014150401170559630064955020017664.000000, 0, 0
32683291.750224, 13, 2023-02-03 21:48:30, input/dist17, 55.139813, 0.004626, 44.052191, 11.082991, 285439051.000000, 312.000000, 4041015140401170817285525737041821696.000000, 0, 0
32683291.750224, 14, 2023-02-03 21:48:30, input/dist17, 55.137079, 0.001824, 33.822728, 21.312523, 203072758.000000, 324.000000, 4041016020308052144582209663928369152.000000, 0, 0
32683291.750224, 15, 2023-02-03 21:48:30, input/dist17, 55.135741, 0.000631, 29.764741, 25.370364, 153700582.000000, 294.000000, 4041017010414151580895733841083236352.000000, 0, 0
32689922.746844, 0, 2023-02-03 22:08:38, input/dist5, 0.007473, 0.001026, 0.001604, 0.002332, 11.000000, 148.000000, 4040102030504.000000, 0, 0
32689922.746844, 1, 2023-02-03 22:08:38, input/dist5, 0.007968, 0.004029, 0.001570, 0.002365, 10.000000, 167.000000, 4040103020504.000000, 0, 0
32689922.746844, 2, 2023-02-03 22:08:38, input/dist5, 0.007961, 0.004029, 0.001651, 0.002277, 12.000000, 115.000000, 4040104050203.000000, 0, 0
32689922.746844, 3, 2023-02-03 22:08:38, input/dist5, 0.007968, 0.004060, 0.000872, 0.003033, 13.000000, 159.000000, 4040105040203.000000, 0, 0
32689914.550868, 0, 2023-02-03 22:08:49, input/dist15, 5.461624, 0.000912, 1.211818, 4.245367, 11111221.000000, 237.000000, 404100104141509081971682214674432.000000, 0, 0
32689914.550868, 1, 2023-02-03 22:08:49, input/dist15, 5.462133, 0.004925, 3.827704, 1.629492, 36448210.000000, 297.000000, 404101514010406052902486761537536.000000, 0, 0
32689914.550868, 2, 2023-02-03 22:08:49, input/dist15, 5.462095, 0.004923, 5.457085, 0.000084, 24624408.000000, 295.000000, 404100712020308053790332804923392.000000, 0, 0
32689914.550868, 3, 2023-02-03 22:08:49, input/dist15, 5.462102, 0.004920, 1.889674, 3.567505, 17490347.000000, 283.000000, 404100401141509087671895013195776.000000, 0, 0
32683401.452343, 0, 2023-02-03 21:49:47, input/dist5, 0.008374, 0.003240, 0.001047, 0.002917, 4.000000, 115.000000, 4040104050203.000000, 0, 0
32683401.452343, 1, 2023-02-03 21:49:47, input/dist5, 0.006573, 0.003237, 0.002139, 0.001193, 4.000000, 148.000000, 4040102030504.000000, 0, 0
32683401.452343, 2, 2023-02-03 21:49:47, input/dist5, 0.008115, 0.004760, 0.002146, 0.001205, 4.000000, 202.000000, 4040102040305.000000, 0, 0
32683401.452343, 3, 2023-02-03 21:49:47, input/dist5, 0.008082, 0.004758, 0.001195, 0.002125, 3.000000, 169.000000, 4040102040503.000000, 0, 0
32683401.452343, 4, 2023-02-03 21:49:47, input/dist5, 0.008116, 0.004774, 0.002083, 0.001255, 4.000000, 181.000000, 4040102050304.000000, 0, 0
32683401.452343, 5, 2023-02-03 21:49:47, input/dist5, 0.008086, 0.004744, 0.001215, 0.002123, 3.000000, 179.000000, 4040102050403.000000, 0, 0
32683401.452343, 6, 2023-02-03 21:49:47, input/dist5, 0.008138, 0.004780, 0.002108, 0.001243, 4.000000, 188.000000, 4040103020405.000000, 0, 0
